Subject,itemID,adjective,adjEighth,adjFifth,adjFirst,adjFourth,adjSecond,adjSeventh,adjSixth,adjThird,DegreeOrder,Condition,Restrictor,Expression,Predicate,Position,Answer
168,158,powerful,93,25,89,100,100,100,28,78,DHCGABFE,Fa,ABDH,All,have heated seats,2,30
168,158,powerful,93,25,89,100,100,100,28,78,DHCGABFE,T1,ABD,None,have a touchscreen,4,100
168,158,powerful,93,25,89,100,100,100,28,78,DHCGABFE,T2,ADEH,Num3,are black,1,87
37,159,young,77,80,81,63,79,83,87,90,BDHAGCFE,Tr,AFGH,Num3,keep journals,1,85
37,159,young,77,80,81,63,79,83,87,90,BDHAGCFE,Fa,ABH,Conj3,use black pens,3,18
37,159,young,77,80,81,63,79,83,87,90,BDHAGCFE,T1,DH,Conj2,are left-handed,2,41
37,159,young,77,80,81,63,79,83,87,90,BDHAGCFE,T2,ABDE,None,have houseplants,4,65
23,160,hot,1,30,100,82,70,19,95,60,HEDFCGBA,Tr,GH,Conj2,had high humidity,3,97
23,160,hot,1,30,100,82,70,19,95,60,HEDFCGBA,Fa,ABH,Conj3,had heavy traffic,2,42
23,160,hot,1,30,100,82,70,19,95,60,HEDFCGBA,T1,ADFGH,Num3,were windy,4,66
23,160,hot,1,30,100,82,70,19,95,60,HEDFCGBA,T2,ABDE,None,were workdays,1,44
151,161,expensive,86,29,69,77,21,50,69,15,EBAGCFDH,Tr,AEGH,Some,have tinted windows,1,100
151,161,expensive,86,29,69,77,21,50,69,15,EBAGCFDH,Fa,AH,Conj2,are grey,2,55
151,161,expensive,86,29,69,77,21,50,69,15,EBAGCFDH,T1,ABEGH,Num2,have reflector headlights,3,33
151,161,expensive,86,29,69,77,21,50,69,15,EBAGCFDH,T2,ABDE,None,have the gas tank door on the left side,4,9
255,162,large,42,11,100,30,50,25,89,81,HDEBAFGC,Tr,ABGH,Num2,are located on the top floor,1,100
255,162,large,42,11,100,30,50,25,89,81,HDEBAFGC,Fa,ABDE,Num3,come pre-furnished,2,5
255,162,large,42,11,100,30,50,25,89,81,HDEBAFGC,T1,ABD,None,have double-glazed windows,3,67
255,162,large,42,11,100,30,50,25,89,81,HDEBAFGC,T2,DEH,All,have air conditioning,4,88
153,163,late,0,100,1,0,0,100,0,0,EBCDHFGA,Tr,FGH,Conj3,drink tea,3,71
153,163,late,0,100,1,0,0,100,0,0,EBCDHFGA,Fa,ABEH,All,bring packed lunches,4,38
153,163,late,0,100,1,0,0,100,0,0,EBCDHFGA,T1,AEFGH,Num3,work in HR,1,68
153,163,late,0,100,1,0,0,100,0,0,EBCDHFGA,T2,ABDE,Some,use post-it notes,2,14
198,164,spicy,0,77,80,0,0,100,68,50,GBDAFEHC,Tr,ABGH,Num2,contain lemongrass,2,99
198,164,spicy,0,77,80,0,0,100,68,50,GBDAFEHC,Fa,ABH,None,are served with noodles,4,0
198,164,spicy,0,77,80,0,0,100,68,50,GBDAFEHC,T1,DEGH,Some,come with complimentary prawn crackers,1,100
198,164,spicy,0,77,80,0,0,100,68,50,GBDAFEHC,T2,AD,Conj2,contain holy basil,3,0
124,165,profitable,100,100,1,100,100,0,100,0,AECDGFBH,Tr,GH,Conj2,have 24/7 customer support,2,100
124,165,profitable,100,100,1,100,100,0,100,0,AECDGFBH,Fa,ABH,None,are family businesses,1,0
124,165,profitable,100,100,1,100,100,0,100,0,AECDGFBH,T1,DEGH,Some,have employee uniforms,3,100
124,165,profitable,100,100,1,100,100,0,100,0,AECDGFBH,T2,DEH,Conj3,are construction companies,4,100
78,166,safe,50,86,100,100,100,36,0,64,HECGDABF,Tr,AFGH,Num3,are situated North of the city center,1,100
78,166,safe,50,86,100,100,100,36,0,64,HECGDABF,Fa,AB,Some,have a hardware store,2,0
78,166,safe,50,86,100,100,100,36,0,64,HECGDABF,T1,DEGH,All,have a public library,4,100
78,166,safe,50,86,100,100,100,36,0,64,HECGDABF,T2,DEH,Conj3,border a river,3,100
286,167,complete,64,75,69,74,96,67,77,87,BACEFGHD,Tr,FGH,Conj3,affect retired clients,3,81
286,167,complete,64,75,69,74,96,67,77,87,BACEFGHD,Fa,AH,Conj2,require an official statement from the bank,1,70
286,167,complete,64,75,69,74,96,67,77,87,BACEFGHD,T1,AEFGH,Num3,are about credit card fraud,2,47
286,167,complete,64,75,69,74,96,67,77,87,BACEFGHD,T2,ABDH,Num2,involve a repeat offender,4,54
21,168,full,100,82,15,71,40,65,61,100,ABHEFCDG,Tr,GH,Conj2,used a Boeing model plane,3,100
21,168,full,100,82,15,71,40,65,61,100,ABHEFCDG,Fa,ABDE,Num3,left in the morning,2,13
21,168,full,100,82,15,71,40,65,61,100,ABHEFCDG,T1,ABDGH,Num2,were international,4,100
21,168,full,100,82,15,71,40,65,61,100,ABHEFCDG,T2,ABDE,Some,included a layover,1,15
107,169,tall,24,26,80,25,73,30,75,92,DCEBGAHF,Tr,GH,Conj2,drink coffee,3,64
107,169,tall,24,26,80,25,73,30,75,92,DCEBGAHF,Fa,ABDE,Num3,have roommates,1,87
107,169,tall,24,26,80,25,73,30,75,92,DCEBGAHF,T1,DGH,Conj3,use public transport,4,100
107,169,tall,24,26,80,25,73,30,75,92,DCEBGAHF,T2,ABDH,Num2,play video games,2,24
234,170,powerful,48,100,1,100,100,50,100,0,AGBHEFDC,Tr,FGH,All,have leather interiors,1,100
234,170,powerful,48,100,1,100,100,50,100,0,AGBHEFDC,Fa,AH,Conj2,have a touchscreen,2,0
234,170,powerful,48,100,1,100,100,50,100,0,AGBHEFDC,T1,ABD,None,have heated seats,3,0
234,170,powerful,48,100,1,100,100,50,100,0,AGBHEFDC,T2,DEH,Conj3,are black,4,65
268,171,young,100,66,100,34,0,65,61,73,GAFCEDBH,Tr,ABC,None,keep journals,1,50
268,171,young,100,66,100,34,0,65,61,73,GAFCEDBH,Fa,AH,Conj2,have houseplants,3,20
268,171,young,100,66,100,34,0,65,61,73,GAFCEDBH,T1,ABEGH,Num2,use black pens,4,74
268,171,young,100,66,100,34,0,65,61,73,GAFCEDBH,T2,ABDE,Some,are left-handed,2,76
127,172,hot,58,61,100,98,41,78,77,100,HAFGBDEC,Tr,AFGH,Num3,were windy,1,100
127,172,hot,58,61,100,98,41,78,77,100,HAFGBDEC,Fa,AH,Conj2,were workdays,3,32
127,172,hot,58,61,100,98,41,78,77,100,HAFGBDEC,T1,ABDGH,Num2,had high humidity,4,83
127,172,hot,58,61,100,98,41,78,77,100,HAFGBDEC,T2,ABDE,Some,had heavy traffic,2,71
195,173,expensive,88,0,14,46,36,100,66,29,BCDEAFHG,Tr,AFGH,Num3,have reflector headlights,3,80
195,173,expensive,88,0,14,46,36,100,66,29,BCDEAFHG,Fa,AB,Some,are grey,4,72
195,173,expensive,88,0,14,46,36,100,66,29,BCDEAFHG,T1,DH,Conj2,have the gas tank door on the left side,1,58
195,173,expensive,88,0,14,46,36,100,66,29,BCDEAFHG,T2,DEH,Conj3,have tinted windows,2,57
41,174,large,15,100,100,70,0,50,8,83,HAFEGBDC,Tr,GH,Conj2,are located on the top floor,1,100
41,174,large,15,100,100,70,0,50,8,83,HAFEGBDC,Fa,AB,Some,come pre-furnished,4,0
41,174,large,15,100,100,70,0,50,8,83,HAFEGBDC,T1,ABDGH,Num2,have air conditioning,2,100
41,174,large,15,100,100,70,0,50,8,83,HAFEGBDC,T2,ABDE,None,have double-glazed windows,3,59
287,175,late,27,98,100,50,99,2,10,66,FGEDHBAC,Tr,FGH,All,work in HR,4,95
287,175,late,27,98,100,50,99,2,10,66,FGEDHBAC,Fa,ABD,Num2,bring packed lunches,1,28
287,175,late,27,98,100,50,99,2,10,66,FGEDHBAC,T1,EGH,Conj3,use post-it notes,3,100
287,175,late,27,98,100,50,99,2,10,66,FGEDHBAC,T2,AD,Conj2,drink tea,2,19
113,176,spicy,97,63,1,1,98,4,98,81,AHEBDGCF,Tr,FGH,Conj3,contain holy basil,4,100
113,176,spicy,97,63,1,1,98,4,98,81,AHEBDGCF,Fa,ABDE,Num3,are served with noodles,1,2
113,176,spicy,97,63,1,1,98,4,98,81,AHEBDGCF,T1,DEGH,Some,come with complimentary prawn crackers,3,97
113,176,spicy,97,63,1,1,98,4,98,81,AHEBDGCF,T2,ABDH,Num2,contain lemongrass,2,77
254,177,profitable,71,0,87,14,2,50,96,100,FBHCADEG,Tr,GH,Conj2,have 24/7 customer support,2,78
254,177,profitable,71,0,87,14,2,50,96,100,FBHCADEG,Fa,ABH,None,are construction companies,1,56
254,177,profitable,71,0,87,14,2,50,96,100,FBHCADEG,T1,DEGH,All,are family businesses,3,68
254,177,profitable,71,0,87,14,2,50,96,100,FBHCADEG,T2,ADEH,Num3,have employee uniforms,4,11
51,178,safe,74,0,85,45,89,16,66,100,FGHCADBE,Tr,AFGH,Num3,have a public library,2,90
51,178,safe,74,0,85,45,89,16,66,100,FGHCADBE,Fa,ABH,None,have a hardware store,4,0
51,178,safe,74,0,85,45,89,16,66,100,FGHCADBE,T1,DEGH,All,border a river,3,63
51,178,safe,74,0,85,45,89,16,66,100,FGHCADBE,T2,DEH,Conj3,are situated North of the city center,1,68
219,179,complete,51,85,100,6,100,90,19,79,HGDAEBFC,Tr,ABGH,Num2,affect retired clients,3,100
219,179,complete,51,85,100,6,100,90,19,79,HGDAEBFC,Fa,ABDE,Num3,involve a repeat offender,4,16
219,179,complete,51,85,100,6,100,90,19,79,HGDAEBFC,T1,ABE,None,are about credit card fraud,2,83
219,179,complete,51,85,100,6,100,90,19,79,HGDAEBFC,T2,DEH,All,require an official statement from the bank,1,19
134,180,full,3,98,14,99,100,77,98,98,BFHGDECA,Tr,FGH,Conj3,left in the morning,2,99
134,180,full,3,98,14,99,100,77,98,98,BFHGDECA,Fa,AH,Conj2,used a Boeing model plane,4,1
134,180,full,3,98,14,99,100,77,98,98,BFHGDECA,T1,ABEGH,Num2,included a layover,1,98
134,180,full,3,98,14,99,100,77,98,98,BFHGDECA,T2,DEH,All,were international,3,98
95,181,tall,100,50,50,50,50,50,50,50,DAFGCHBE,Tr,AFGH,Num3,use public transport,4,100
95,181,tall,100,50,50,50,50,50,50,50,DAFGCHBE,Fa,AB,Some,have roommates,1,100
95,181,tall,100,50,50,50,50,50,50,50,DAFGCHBE,T1,DEGH,All,drink coffee,3,0
95,181,tall,100,50,50,50,50,50,50,50,DAFGCHBE,T2,ABEH,Num2,play video games,2,0
213,182,powerful,29,23,65,59,33,67,50,75,FCHEADGB,Tr,ABGH,Num2,have heated seats,1,87
213,182,powerful,29,23,65,59,33,67,50,75,FCHEADGB,Fa,ABH,Conj3,have leather interiors,3,13
213,182,powerful,29,23,65,59,33,67,50,75,FCHEADGB,T1,DEGH,All,have a touchscreen,4,55
213,182,powerful,29,23,65,59,33,67,50,75,FCHEADGB,T2,ABDE,None,are black,2,30
229,183,young,33,24,60,100,100,71,67,14,DHAGBEFC,Tr,FGH,All,are left-handed,3,100
229,183,young,33,24,60,100,100,71,67,14,DHAGBEFC,Fa,AB,Some,have houseplants,1,2
229,183,young,33,24,60,100,100,71,67,14,DHAGBEFC,T1,ABE,None,keep journals,4,25
229,183,young,33,24,60,100,100,71,67,14,DHAGBEFC,T2,AE,Conj2,use black pens,2,0
11,184,hot,74,81,77,80,83,78,78,84,AFGHDCBE,Tr,GH,Conj2,were windy,4,85
11,184,hot,74,81,77,80,83,78,78,84,AFGHDCBE,Fa,AB,Some,had high humidity,1,89
11,184,hot,74,81,77,80,83,78,78,84,AFGHDCBE,T1,ABDGH,Num2,had heavy traffic,2,86
11,184,hot,74,81,77,80,83,78,78,84,AFGHDCBE,T2,DEH,Conj3,were workdays,3,50
14,185,expensive,89,92,59,30,86,43,100,13,DFABGHCE,Tr,ABGH,Num2,have the gas tank door on the left side,2,100
14,185,expensive,89,92,59,30,86,43,100,13,DFABGHCE,Fa,ABEH,All,are grey,1,22
14,185,expensive,89,92,59,30,86,43,100,13,DFABGHCE,T1,ABE,None,have reflector headlights,4,0
14,185,expensive,89,92,59,30,86,43,100,13,DFABGHCE,T2,ABDE,Some,have tinted windows,3,58
52,186,large,51,83,34,15,100,72,0,62,CHEBGAFD,Tr,ABGH,Num2,are located on the top floor,3,100
52,186,large,51,83,34,15,100,72,0,62,CHEBGAFD,Fa,ABDH,All,come pre-furnished,1,0
52,186,large,51,83,34,15,100,72,0,62,CHEBGAFD,T1,EGH,Conj3,have air conditioning,2,73
52,186,large,51,83,34,15,100,72,0,62,CHEBGAFD,T2,ABDE,None,have double-glazed windows,4,60
72,187,late,55,100,70,77,26,100,92,3,DBAEGFHC,Tr,ABC,None,work in HR,4,85
72,187,late,55,100,70,77,26,100,92,3,DBAEGFHC,Fa,ABE,Num2,use post-it notes,3,3
72,187,late,55,100,70,77,26,100,92,3,DBAEGFHC,T1,DEGH,Some,drink tea,2,89
72,187,late,55,100,70,77,26,100,92,3,DBAEGFHC,T2,ADEH,Num3,bring packed lunches,1,35
22,188,spicy,0,91,69,72,0,100,62,4,DBAGFEHC,Tr,ADGH,Some,come with complimentary prawn crackers,4,15
22,188,spicy,0,91,69,72,0,100,62,4,DBAGFEHC,Fa,AH,Conj2,are served with noodles,1,0
22,188,spicy,0,91,69,72,0,100,62,4,DBAGFEHC,T1,DEGH,All,contain holy basil,3,66
22,188,spicy,0,91,69,72,0,100,62,4,DBAGFEHC,T2,ADEH,Num3,contain lemongrass,2,0
12,189,profitable,15,55,59,20,70,39,47,78,DGFBEHCA,Tr,ABGH,Num2,have 24/7 customer support,4,35
12,189,profitable,15,55,59,20,70,39,47,78,DGFBEHCA,Fa,ABH,None,are construction companies,3,59
12,189,profitable,15,55,59,20,70,39,47,78,DGFBEHCA,T1,ADFGH,Num3,have employee uniforms,1,45
12,189,profitable,15,55,59,20,70,39,47,78,DGFBEHCA,T2,DEH,Conj3,are family businesses,2,68
111,190,safe,82,89,50,83,96,50,84,50,HBFCAGDE,Tr,ABGH,Num2,border a river,2,50
111,190,safe,82,89,50,83,96,50,84,50,HBFCAGDE,Fa,ABH,Conj3,have a hardware store,1,96
111,190,safe,82,89,50,83,96,50,84,50,HBFCAGDE,T1,EH,Conj2,have a public library,3,23
111,190,safe,82,89,50,83,96,50,84,50,HBFCAGDE,T2,DEH,All,are situated North of the city center,4,0
292,191,complete,76,63,21,80,76,28,86,42,BECGDHAF,Tr,FGH,All,require an official statement from the bank,3,71
292,191,complete,76,63,21,80,76,28,86,42,BECGDHAF,Fa,AH,Conj2,affect retired clients,1,73
292,191,complete,76,63,21,80,76,28,86,42,BECGDHAF,T1,AEFGH,Num3,involve a repeat offender,4,40
292,191,complete,76,63,21,80,76,28,86,42,BECGDHAF,T2,ABDE,None,are about credit card fraud,2,71
263,192,full,65,95,62,79,67,82,1,6,FDHCAGBE,Tr,ABC,None,left in the morning,4,97
263,192,full,65,95,62,79,67,82,1,6,FDHCAGBE,Fa,ABH,Conj3,included a layover,1,4
263,192,full,65,95,62,79,67,82,1,6,FDHCAGBE,T1,DEGH,All,were international,3,2
263,192,full,65,95,62,79,67,82,1,6,FDHCAGBE,T2,ADEH,Num3,used a Boeing model plane,2,8
152,193,tall,20,85,50,15,85,92,50,79,CGEAFDHB,Tr,ABGH,Num2,play video games,4,100
152,193,tall,20,85,50,15,85,92,50,79,CGEAFDHB,Fa,ABH,Conj3,use public transport,2,14
152,193,tall,20,85,50,15,85,92,50,79,CGEAFDHB,T1,DEGH,Some,drink coffee,3,100
152,193,tall,20,85,50,15,85,92,50,79,CGEAFDHB,T2,ABDE,None,have roommates,1,71
264,194,powerful,58,42,9,14,76,78,32,81,AFHBDCGE,Tr,GH,Conj2,have leather interiors,4,100
264,194,powerful,58,42,9,14,76,78,32,81,AFHBDCGE,Fa,ABDE,Num3,are black,2,0
264,194,powerful,58,42,9,14,76,78,32,81,AFHBDCGE,T1,DEGH,Some,have a touchscreen,3,91
264,194,powerful,58,42,9,14,76,78,32,81,AFHBDCGE,T2,ABEH,Num2,have heated seats,1,68
218,195,young,53,41,93,77,100,21,69,35,GHBFDEAC,Tr,ABC,None,are left-handed,2,100
218,195,young,53,41,93,77,100,21,69,35,GHBFDEAC,Fa,ABH,Conj3,keep journals,1,4
218,195,young,53,41,93,77,100,21,69,35,GHBFDEAC,T1,ABDGH,Num2,use black pens,3,100
218,195,young,53,41,93,77,100,21,69,35,GHBFDEAC,T2,DEH,All,have houseplants,4,38
197,196,hot,86,100,1,58,35,20,73,60,ACDEHFBG,Tr,FGH,Conj3,were workdays,3,100
197,196,hot,86,100,1,58,35,20,73,60,ACDEHFBG,Fa,ABDE,Num3,had heavy traffic,1,45
197,196,hot,86,100,1,58,35,20,73,60,ACDEHFBG,T1,ABDGH,Num2,had high humidity,4,100
197,196,hot,86,100,1,58,35,20,73,60,ACDEHFBG,T2,ABDE,Some,were windy,2,88
141,197,expensive,0,70,100,0,65,64,33,100,HFGBECDA,Tr,FGH,Conj3,are grey,4,82
141,197,expensive,0,70,100,0,65,64,33,100,HFGBECDA,Fa,AH,Conj2,have the gas tank door on the left side,3,50
141,197,expensive,0,70,100,0,65,64,33,100,HFGBECDA,T1,ABDGH,Num2,have reflector headlights,1,100
141,197,expensive,0,70,100,0,65,64,33,100,HFGBECDA,T2,ABDE,Some,have tinted windows,2,65
126,198,large,100,26,27,9,24,86,69,70,BCDAFEGH,Tr,GH,Conj2,have air conditioning,3,96
126,198,large,100,26,27,9,24,86,69,70,BCDAFEGH,Fa,ABH,Conj3,have double-glazed windows,1,81
126,198,large,100,26,27,9,24,86,69,70,BCDAFEGH,T1,ABDGH,Num2,are located on the top floor,2,26
126,198,large,100,26,27,9,24,86,69,70,BCDAFEGH,T2,ABDE,None,come pre-furnished,4,67
43,199,late,100,100,1,0,0,0,100,100,BDFCHGAE,Tr,AFGH,Num3,bring packed lunches,2,100
43,199,late,100,100,1,0,0,0,100,100,BDFCHGAE,Fa,ABD,Num2,use post-it notes,3,0
43,199,late,100,100,1,0,0,0,100,100,BDFCHGAE,T1,DEGH,Some,drink tea,1,100
43,199,late,100,100,1,0,0,0,100,100,BDFCHGAE,T2,DEH,All,work in HR,4,11
285,200,spicy,100,73,78,0,61,0,0,68,GDFAEBCH,Tr,ABC,None,contain holy basil,1,70
285,200,spicy,100,73,78,0,61,0,0,68,GDFAEBCH,Fa,AB,Some,contain lemongrass,3,34
285,200,spicy,100,73,78,0,61,0,0,68,GDFAEBCH,T1,DEGH,All,come with complimentary prawn crackers,4,73
285,200,spicy,100,73,78,0,61,0,0,68,GDFAEBCH,T2,ABEH,Num2,are served with noodles,2,62
